RENDA;GINI;CMI
140.63;0.6;38.83
393.1;0.57;25.91
460.99;0.53;17.8
473.59;0.39;24.1
272.07;0.54;68.26
219.03;0.48;37.21
377.71;0.55;26
489.33;0.6;29.01
714.58;0.63;25.79
544.05;0.64;18.2
465.41;0.51;19.3
163.2;0.49;46.29
234.81;0.56;33.39
122.9;0.59;44.06
104.32;0.57;55.45
113.66;0.57;45.44
542.16;0.59;29.01
230.73;0.58;36.95
471.82;0.49;31.2
363.59;0.51;21.5
140.71;0.51;43.19
198.78;0.58;69.55
339.21;0.61;31.25
425.16;0.48;21.9
406.79;0.52;27.3
285.53;0.61;32.76
739.37;0.53;21
417.31;0.54;20.1
605.47;0.56;22.6
134.65;0.47;44.27
707.35;0.57;18.79
328.66;0.48;30.8
622.58;0.51;14.1
305.33;0.56;28.72
143.22;0.56;62.1
576.92;0.52;19.3
424.49;0.55;24.5
174.43;0.57;44.34
455.96;0.58;33.62
324.29;0.51;23.9
99.94;0.49;54.36
538.67;0.48;23.93
443.35;0.58;26.71
160.46;0.55;52.55
576.05;0.56;16
334.78;0.6;40.9
535.43;0.52;17.89
543.04;0.51;23.1
524.64;0.57;18.21
183.74;0.56;61.49
490.29;0.54;19.8
168.12;0.55;38.22
757.37;0.47;15.1
495.42;0.53;26
382.55;0.49;20.7
620.01;0.62;34.79
494.05;0.53;20.69
350.75;0.53;20.2
479.35;0.46;14.7
133.14;0.53;36.95
340;0.51;41.62
111.72;0.52;51.77
437.47;0.5;24.88
604.48;0.52;20.4
572.01;0.6;25.14
512.07;0.54;21.2
458.86;0.6;30.1
512.73;0.52;20.8
286.32;0.43;24.69
463.89;0.48;20.3
117.11;0.63;54.49
135.47;0.49;84.25
510.09;0.58;30.37
175.47;0.65;44.62
617.56;0.56;20.4
235.81;0.64;28.09
433.64;0.52;27.35
418.66;0.53;17.7
175.59;0.49;52.82
96.99;0.55;44.32
616.65;0.52;15.69
444.97;0.59;32.28
496.54;0.56;25.9
212.79;0.55;64.74
149.33;0.51;68.67
493.17;0.46;18.1
573.03;0.41;13.2
185.42;0.52;30.38
240.61;0.52;31.54
101.98;0.52;55.23
203.36;0.61;38.66
183.79;0.57;59.47
168.82;0.53;49.3
470.51;0.55;18.6
377.51;0.38;21.8
133.82;0.56;46.16
340.35;0.57;34.09
169.29;0.56;51.32
520.96;0.55;35.26
97.3;0.55;50.93
479;0.4;15.3
334.04;0.51;35.81
165.73;0.55;49.72
121.7;0.5;47.24
118.93;0.55;57.19
171.89;0.51;39.41
136.36;0.44;36.44
468.28;0.56;20.74
215.71;0.45;19.7
535.96;0.65;22.95
351;0.48;21.06
161.44;0.5;57.81
133.65;0.48;55.2
396.12;0.5;20.4
616.17;0.47;19
803.71;0.56;16.8
329.22;0.5;27.2
613.26;0.53;22.63
137.62;0.55;48.69
118.02;0.54;42.48
569.34;0.51;24.71
736.2;0.56;20.4
602.52;0.54;17.96
141.68;0.51;49.14
324.87;0.57;32.31
318.05;0.49;22.88
563.07;0.57;16.92
528.13;0.48;17.6
302.24;0.56;42.92
416.61;0.56;26.31
187.7;0.55;60.66
211.43;0.56;45.63
72.03;0.58;49.76
173.88;0.51;34.67
241.66;0.52;44.26
338.63;0.57;32.02
198.75;0.7;59.65
238.96;0.48;33.84
351.96;0.58;22.4
440.71;0.44;22.9
1000.58;0.49;17.4
78.99;0.58;57.11
161.35;0.6;47.49
475.08;0.43;20.5
189.32;0.55;47.4
430.9;0.52;27.49
198.98;0.55;24.64
342.92;0.59;29.99
369.22;0.46;16
533.4;0.55;23.7
345.94;0.54;34.13
126.8;0.52;42.57
395.71;0.41;19.6
132.66;0.55;69.87
211.68;0.53;29.4
411.55;0.39;17.9
118.48;0.53;52.99
393.34;0.54;28.19
229.76;0.61;39.05
554.15;0.5;18.6
133.43;0.46;45.28
219.51;0.56;35.91
374.5;0.45;22.9
248.58;0.5;35.42
163.51;0.51;49.65
181.08;0.61;39.42
119.55;0.52;48.88
203.52;0.55;33.72
372.91;0.42;20.29
280.18;0.48;33.72
144.71;0.51;56.21
139.78;0.49;56.31
350.78;0.55;26.01
172.23;0.46;50.59
341.01;0.47;19.2
122.44;0.5;42.52
175.19;0.56;62.46
402.99;0.48;26.23
112.46;0.58;60.92
283.28;0.52;20.9
157.42;0.53;47.55
147.82;0.47;38.14
435.53;0.41;18.4
469.81;0.51;18.9
220.77;0.55;35.91
716.18;0.46;14.4
674.88;0.56;14.7
164.66;0.52;52.67
527.03;0.48;20.33
319.3;0.57;31.25
101.44;0.51;46.06
233.26;0.52;53.02
283.72;0.52;26.18
440.98;0.5;28
83.81;0.56;60.48
344.28;0.55;26.51
126.68;0.57;38.89
100.88;0.51;49.76
545.58;0.56;17.8
528.69;0.58;23.3
123.7;0.52;47.95
232.78;0.46;41.82
184.26;0.54;51.69
162.14;0.55;45.94
244.1;0.57;34.09
557.17;0.64;33.08
553.43;0.52;20
685.88;0.59;19.09
189.06;0.54;37.93
118.91;0.51;57.11
709.68;0.53;17.2
203.39;0.5;59.22
255.31;0.59;42.32
521.21;0.44;19.2
169.1;0.56;53.37
400.45;0.49;24.08
433.47;0.55;22.54
207.38;0.47;40.03
577.46;0.45;16.95
537.97;0.56;20.33
468.67;0.52;16.15
514.72;0.53;21.1
574.04;0.51;16.5
138.16;0.61;46.24
107.5;0.53;56.56
207.89;0.47;28.72
494.07;0.47;17.6
119.28;0.6;48
324.77;0.43;27.26
321.14;0.53;23.91
420.93;0.58;30.8
454.85;0.57;26.39
631.29;0.57;22.4
257.44;0.52;32.77
225.33;0.56;69.08
232.31;0.55;47.35
463.81;0.53;23.8
381.5;0.52;21.9
404.4;0.63;35.89
790.41;0.56;18.21
164.28;0.52;45.52
431.91;0.44;24.7
202.44;0.53;40.98
149.11;0.54;38.23
247.66;0.42;24.08
627.1;0.35;20
235.44;0.52;32.77
355.58;0.57;32.32
183.89;0.53;49.94
248.1;0.45;40.79
322.51;0.62;34.42
237.08;0.5;34.42
245.49;0.47;31.15
552.06;0.48;21
444.27;0.43;29.59
90.26;0.6;55.7
185.83;0.51;51.11
232.81;0.54;28.5
470.75;0.58;24.8
176.31;0.49;47.55
126.26;0.53;47.59
150.61;0.47;41.33
138.62;0.43;34.85
505.58;0.59;27.5
482.25;0.5;20.29
216.55;0.49;26.45
115;0.57;42.61
159.8;0.54;36.3
662.88;0.56;17
160.99;0.53;48.15
132.07;0.58;47.98
160.03;0.54;48.62
221.36;0.56;46.27
516.27;0.45;17.7
205.36;0.45;46.66
196.89;0.44;33.68
589.74;0.48;24
370.88;0.55;28.8
294.31;0.52;18.7
259.78;0.55;26.41
433.52;0.55;24.4
625.79;0.55;17.9
527.4;0.53;16.7
515.8;0.49;21.2
308;0.58;32.5
173.49;0.49;52.18
481.43;0.51;18.33
289.38;0.57;23
430.37;0.55;18.1
165.07;0.57;48.69
484.11;0.45;25.4
316.24;0.56;26.85
171.35;0.47;47.81
144.94;0.54;35.47
154.79;0.56;52.99
117.46;0.53;59.22
420.29;0.54;22.5
141.99;0.53;47.3
566.59;0.5;18.1
583.85;0.53;19.8
490.75;0.54;24.7
269.31;0.52;31.16
899.91;0.52;16.8
147.79;0.58;37.44
141.85;0.49;36.56
410.79;0.58;28.81
532.6;0.55;18.33
531.74;0.52;19.41
534.33;0.5;14.2
639.91;0.55;22.1
223.1;0.53;46.59
190.53;0.59;37.06
695.15;0.44;15.8
317.59;0.46;26.12
384.03;0.49;26.12
257.64;0.65;43.69
377.2;0.55;23.8
99.32;0.53;53.15
450.63;0.51;25.44
483.15;0.48;22.6
396.44;0.59;30.42
225.32;0.56;24.3
584.62;0.53;20.2
425.7;0.42;18.4
219.69;0.52;35.32
789.94;0.51;16.2
690.78;0.52;17.3
381.33;0.56;20.9
498.12;0.51;23
371.08;0.53;18.52
356.28;0.55;24.9
619.95;0.55;23.5
128.37;0.51;49.42
153.91;0.48;37.64
212.53;0.56;41.74
175.24;0.56;42.54
191.83;0.52;50.09
360.41;0.63;26.8
368.78;0.39;22.2
495.9;0.43;21.8
471.26;0.52;14.97
227.76;0.51;47.59
480.79;0.53;18.8
668.96;0.54;17.63
305.06;0.56;37.75
217.66;0.59;34.63
228.86;0.55;26
351.7;0.48;26.6
338.63;0.45;25.6
143.01;0.49;49.16
538.54;0.53;19
186.95;0.47;54.59
299.95;0.47;25.75
358.72;0.51;29.39
371.68;0.58;24.4
560.64;0.44;22.1
460.03;0.47;20.73
366.22;0.47;24
610.4;0.45;19.4
109.14;0.53;53.15
156.92;0.54;84.55
149.25;0.51;44.55
134.19;0.52;51.04
127.02;0.49;67.52
474.3;0.39;17.8
69.2;0.64;66.63
170.95;0.61;43.24
204.45;0.54;42.75
487.87;0.48;20.6
320.08;0.57;32.3
103.75;0.59;50.99
867.68;0.52;13.27
164.02;0.51;46.59
279.89;0.49;30.25
281.47;0.53;39.61
604.46;0.52;16.2
228.33;0.54;38.23
214.66;0.56;48
763.48;0.41;17.3
620.79;0.48;14.6
478.26;0.56;29.88
602.56;0.51;18.7
166.45;0.58;35.37
629.15;0.56;20.4
433.1;0.49;19.82
542.13;0.51;21.39
663.44;0.58;23.2
261.69;0.4;19.8
699.28;0.45;22.6
406.21;0.56;18
516.27;0.62;21.69
228.3;0.63;37.05
412.86;0.5;28.2
249.79;0.65;45.19
332.68;0.59;29.2
311.8;0.49;24.43
479.58;0.57;29.2
299.22;0.39;17.7
493.75;0.57;23.47
418.06;0.53;31.2
413.76;0.39;24.4
288.62;0.61;33.5
159.67;0.45;38.39
117.58;0.53;43.3
123.53;0.49;50.89
377.19;0.47;22.5
463.2;0.48;16.6
123.9;0.56;49.42
602.11;0.56;25.7
356.24;0.56;19.6
552.46;0.44;24.9
166.71;0.55;54.49
629.38;0.44;18.2
540.72;0.39;21.9
167.91;0.55;41.17
201.55;0.54;38.99
434.91;0.49;23
183.15;0.64;34.63
217.7;0.54;32.2
416.44;0.52;33.98
114.28;0.49;43.07
150.71;0.51;37.41
1399.5;0.6;16.04
402.32;0.49;25.3
338;0.53;26.7
633.26;0.49;21.1
150.9;0.52;41.38
119.7;0.56;55.12
168.31;0.59;37.8
99.56;0.53;51.11
133.95;0.53;55.13
451.29;0.48;25.29
367.93;0.59;35.18
225.77;0.44;33.98
576.34;0.47;20.3
663.38;0.47;20.9
219.06;0.47;28.63
288.72;0.57;38.58
336.12;0.56;30.83
316.49;0.53;18.6
303.87;0.41;19.6
335.85;0.59;29.51
375.93;0.58;35.32
109.85;0.57;52.85
120.15;0.61;55.23
438.1;0.49;21.44
123.64;0.48;48.79
356.86;0.48;26.9
391.35;0.62;35.33
580.98;0.55;21.8
613.61;0.58;27.5
227.93;0.46;19.6
340.08;0.51;33.4
134.95;0.51;41.58
431.67;0.63;17
301.18;0.58;27.2
192.39;0.54;37.49
153.86;0.58;45.65
369.73;0.44;27
135.8;0.49;44.4
598.89;0.46;16.8
136.46;0.53;46.24
770.44;0.53;19.79
372.81;0.53;23.95
619.15;0.61;13.3
466.09;0.52;19.6
366.79;0.54;21.35
239.55;0.38;20.5
180.57;0.59;34.26
278.1;0.55;46.7
375.26;0.48;18.89
570.55;0.45;24
284.56;0.48;25.51
428.91;0.52;25.8
759.05;0.49;17.8
97.81;0.58;61.71
121.01;0.57;43.48
535.36;0.6;25.61
137.75;0.54;41.11
542.88;0.51;27.4
553.4;0.53;23.1
193.81;0.54;47.59
436.19;0.45;21.52
469.76;0.53;16.36
456.74;0.47;24
193.78;0.52;25.35
505.69;0.53;20.5
588.04;0.49;17.8
378.75;0.47;20.5
183.51;0.53;54.96
230.43;0.56;40
581.34;0.56;22.2
387.62;0.6;35.34
595.29;0.42;18
140.22;0.52;41.52
90.11;0.6;56.56
167.52;0.5;36.62
241.8;0.61;55.13
302.8;0.56;31.72
236.29;0.51;37.05
182.86;0.46;41.28
571.66;0.37;12.3
131.68;0.43;48.99
348.96;0.53;31.34
351.83;0.41;13.67
349.69;0.47;31.42
954.44;0.57;17.2
103.35;0.48;50.93
164.96;0.52;51.19
97.27;0.57;48
728.72;0.55;16.9
234.37;0.51;30.38
732.96;0.55;21.44
155.86;0.63;38.08
166.67;0.45;54.65
117.39;0.55;60.31
404.65;0.52;26.6
196.49;0.55;51.05
326.48;0.49;23.6
370.03;0.52;29.2
424.37;0.43;20.4
526.3;0.5;20.6
282.52;0.57;36.75
684.02;0.52;14.1
316.13;0.46;25.8
283.84;0.57;23.49
229.71;0.44;43.19
131.26;0.51;56.21
445.02;0.51;19.5
140.65;0.53;44.7
387.07;0.49;17.7
454.1;0.56;17.9
346.52;0.47;29.38
291.18;0.52;25.61
540.77;0.49;20.7
431.35;0.49;24.88
139.61;0.6;45.94
479.14;0.5;16.74
630.7;0.52;21.39
228.51;0.47;19.7
580.73;0.47;24
151.14;0.56;49.14
442.64;0.58;28.79
89.11;0.53;52.85
159.62;0.52;50.02
178.92;0.49;44.05
376.53;0.43;26.51
263.53;0.42;25.1
338;0.47;26.77
466.97;0.54;22
324.69;0.6;33.82
489.58;0.62;27.73
317.11;0.55;23.6
109.15;0.58;64.86
516.04;0.59;26.5
345.3;0.51;24.69
432.63;0.52;21.3
504.36;0.47;16.1
145.05;0.48;58.72
483.03;0.55;22.2
377.95;0.52;21.7
324.44;0.47;32.5
141.41;0.52;36.88
136.85;0.42;56.31
106.26;0.56;73.83
127.75;0.55;50.43
200.88;0.59;34.53
130.9;0.52;43.75
170.44;0.59;43.61
162.84;0.48;37.93
160.72;0.54;43.58
171.32;0.51;52.99
110.21;0.5;47.88
577.04;0.43;20.8
249.77;0.48;28.8
517.26;0.52;19.8
489.85;0.44;24.69
358.94;0.49;29.02
427.01;0.49;18
150.97;0.48;46.88
376.85;0.42;28.47
371.34;0.58;29.2
479.2;0.55;23.91
283.06;0.55;28.59
778.39;0.67;29.78
424.37;0.56;25.37
104.2;0.64;57.33
149.24;0.5;43.33
327.91;0.51;20.1
123.32;0.5;48.77
404.19;0.56;30.04
186.48;0.64;30.5
331.47;0.47;29.66
152.34;0.54;37.07
586.9;0.47;18.1
520.83;0.46;22
580.57;0.62;19.4
509.62;0.44;20.4
190.69;0.58;51.29
184.13;0.56;42.22
349.31;0.58;28.3
149.88;0.54;38.22
314.3;0.52;31.33
721.26;0.56;18.33
261.18;0.47;35.18
404.93;0.57;28.59
288.58;0.53;35.4
396.82;0.53;28.66
266.99;0.5;27.17
438.66;0.56;22.4
358.64;0.42;19.8
226.32;0.46;50.02
119.97;0.53;46.26
166.63;0.48;57.48
127.34;0.48;47.08
205.39;0.54;51.24
153.51;0.49;50.09
147.21;0.6;48.15
117.27;0.48;43.55
206.93;0.54;28.94
99.31;0.53;52.33
160.67;0.49;54.49
297.7;0.52;73.07
147.34;0.56;37.64
109.48;0.54;50.63
128.18;0.5;52.82
147.1;0.47;48.71
135.79;0.58;35.42
149.4;0.56;51.12
178.29;0.54;35.81
179.58;0.5;41.84
616.74;0.47;25.3
368.38;0.56;27.1
165.92;0.57;55.45
401.37;0.5;23.68
128.57;0.47;66.48
81.98;0.5;48.6
223.96;0.59;60.93
535.47;0.5;20.3
240.88;0.55;30.4
381.58;0.62;29.75
392.93;0.52;28.02
371.83;0.42;24.1
319.28;0.43;24.64
152.68;0.44;50.36
380.85;0.55;26.7
284.63;0.42;22.5
389;0.45;20.9
333.16;0.45;24.4
227.8;0.55;55.39
733.1;0.47;16.5
1070.28;0.54;18.52
583.95;0.55;26.66
459.13;0.52;32.3
298.03;0.59;28.7
236;0.57;42.58
229.15;0.5;41.84
458.17;0.45;18.9
466.41;0.44;23.2
454.64;0.53;20.8
356.05;0.45;23.6
298.4;0.52;26.8
417.63;0.56;25.83
287.42;0.46;22.4
246.86;0.5;34.69
542.49;0.55;15.69
527.43;0.6;25.45
231.29;0.49;34.12
349.43;0.54;24.69
337.07;0.55;29.75
479.27;0.57;21.99
370.53;0.6;33.65
410.91;0.5;18.33
922.01;0.5;16.6
236.58;0.58;28.31
156.84;0.5;60.74
443.35;0.47;23.2
377.68;0.55;21.44
658.42;0.55;18.21
602.78;0.49;19.4
195.57;0.53;37.16
1187.08;0.61;21.83
150.84;0.58;53.86
439.91;0.51;27.1
340.16;0.53;36.29
137.68;0.52;56.59
536.84;0.47;18.8
199.01;0.49;41.62
207.01;0.58;36.28
252.61;0.56;45.19
537.99;0.46;19.6
259.36;0.55;19.6
766.54;0.49;21.9
204.21;0.53;33.72
163.75;0.48;54.2
511.55;0.53;18.5
405.44;0.41;21.3
160.26;0.51;38.17
631.79;0.54;14.14
470.04;0.52;25.3
232.77;0.48;34.16
299.18;0.46;32.22
385.54;0.59;32.77
477.98;0.48;24.3
369.91;0.51;21.99
527.38;0.54;20.2
390.85;0.55;20.47
503.12;0.56;22.86
432.8;0.5;24.34
168.53;0.52;39.35
474.92;0.54;17.9
368.52;0.59;36.05
469.01;0.56;19.29
225.09;0.58;38.66
414.45;0.56;24.08
349.03;0.47;24.4
190.26;0.58;54.33
376.79;0.57;28.2
143.3;0.59;45.71
208.52;0.5;49.94
413.76;0.55;21.86
675.96;0.56;23.95
212.89;0.56;39.14
402.88;0.43;12.2
462.34;0.49;22.6
277.35;0.46;35.91
268.39;0.53;23.1
570.68;0.43;18.8
329.65;0.43;22.86
368.86;0.55;29.51
508.35;0.55;17.9
593.39;0.42;19.1
388.72;0.46;24.94
223.19;0.53;42.81
202.35;0.47;36.44
130.54;0.57;40.18
319.94;0.53;18.3
641.94;0.53;30.56
470.18;0.42;20.4
444.3;0.58;21.68
672.71;0.54;26.93
285.22;0.47;29.4
289.27;0.53;32.1
495.32;0.59;18.5
558.86;0.47;17.5
232;0.44;31.65
314.13;0.54;38.32
599.66;0.58;23.57
428.71;0.5;28.19
322.02;0.56;20.4
282.52;0.66;31.64
599.92;0.59;18.4
262.56;0.49;26.49
227.23;0.5;50.99
254.92;0.59;35.4
433.1;0.54;17.8
139.25;0.51;45.3
301.46;0.54;26.3
418.52;0.5;22
130.36;0.47;76.84
177.3;0.5;31.42
497.47;0.49;19.3
396.18;0.5;29.8
191.7;0.57;36.28
495.33;0.47;21.8
231.21;0.57;45.39
219.91;0.52;31.29
183.01;0.59;39.61
130.32;0.51;55.25
427.5;0.48;26.63
423.5;0.45;26.6
252.83;0.59;29.7
543.33;0.45;21.2
107.25;0.59;64.71
534.12;0.53;19.45
244.11;0.52;20.9
269.22;0.47;24.9
165.57;0.45;59.51
696.76;0.47;14.1
625.21;0.49;20.3
511.64;0.51;22.6
462.13;0.47;20.1
457.69;0.49;24.4
124.99;0.48;50.09
158.9;0.51;58.53
140.48;0.51;48.71
262.02;0.57;25.3
171.2;0.51;43.84
281.71;0.61;38.44
148.32;0.5;55.7
268.51;0.58;30.63
312.12;0.52;26.37
110.64;0.49;56.1
336.71;0.42;19.1
174.5;0.6;65.9
325.89;0.54;30.5
840.25;0.47;13
287.38;0.63;28.72
474.19;0.47;18.8
312.49;0.48;30.82
309.82;0.49;24.69
461.22;0.57;19.8
351.83;0.55;21.5
499.65;0.52;24.5
681.26;0.46;16.5
656.81;0.55;18.8
685.87;0.64;36.35
396.96;0.39;18
619.82;0.43;13.6
197.8;0.55;28.72
129;0.56;55.92
116.53;0.5;64.48
653.04;0.52;17.8
335.65;0.53;23.3
345.05;0.47;37.75
377.99;0.46;19.6
620.98;0.45;25.4
267.58;0.55;65.9
560.11;0.43;16.5
635.22;0.55;19.8
350.38;0.56;33.41
149.12;0.52;46.77
323.14;0.47;28
645.61;0.41;16.2
255.23;0.44;28.45
366.5;0.49;27.05
198.87;0.5;44.36
516.14;0.57;17.7
242.82;0.5;36.66
384.91;0.53;30.15
582.05;0.5;21
99.22;0.55;61.33
569.3;0.48;19.82
280.7;0.49;26.6
431.29;0.5;15.41
91;0.48;62.53
365.19;0.53;29.2
385.33;0.46;22.7
462.15;0.37;16.1
349.72;0.63;37.2
155.62;0.51;47.24
680.97;0.63;13.7
530.19;0.53;19.2
570.03;0.51;20.7
148.95;0.49;45.65
516.31;0.53;21.8
331.48;0.39;24.84
377.34;0.52;24.69
117.29;0.49;49.39
155.89;0.56;45.39
411.88;0.52;40.97
190.59;0.49;35.42
194;0.53;49.82
682.29;0.53;17.8
114.58;0.47;52.79
760.5;0.53;15.1
521.13;0.55;22.39
158.64;0.51;39.41
114.38;0.57;57.74
216.51;0.52;42.06
215.06;0.49;31.13
469.41;0.42;24.8
311.06;0.45;19.7
196.31;0.53;38.14
218.12;0.54;44.41
708.55;0.49;17
475.75;0.5;28.03
101.79;0.53;56.56
91.23;0.55;55.16
155.92;0.57;37.69
569.06;0.4;20.2
433.79;0.53;24.8
166.14;0.48;55.8
167.67;0.5;53.01
177.2;0.52;44.55
513.57;0.57;22
359.4;0.5;18.7
201.86;0.5;39.74
251.04;0.55;40
79.93;0.57;58.34
356.21;0.45;26.6
403.2;0.52;24.5
246.02;0.55;31.09
106.81;0.67;58.86
303.27;0.43;29.9
544.67;0.47;20
407.3;0.56;24.5
534.2;0.52;20.33
287.99;0.55;28.72
377.53;0.55;33.4
560.19;0.45;17.7
231.13;0.56;47.88
139.11;0.46;48.48
234.37;0.49;29.28
106.3;0.49;50.59
174.56;0.48;46.73
125.24;0.56;52.05
117.15;0.52;45.3
129.98;0.56;60.54
386.67;0.46;23.6
232.56;0.52;34.85
120.79;0.49;41.11
262.41;0.54;12.7
416.11;0.61;40.98
216;0.55;55.16
243.14;0.61;31.89
476.28;0.45;20.5
196.77;0.6;35.73
309.94;0.57;30.15
434.18;0.58;23.28
136.32;0.46;72.74
493.95;0.34;20.2
193.28;0.48;34.12
259.86;0.55;45.39
195.69;0.46;47.21
255.51;0.61;33.68
136.92;0.5;45.93
395;0.53;18.42
399.86;0.51;26.6
164.08;0.48;49.72
843.18;0.55;15.41
363.84;0.5;22.9
248.16;0.47;29.39
328.83;0.58;28.35
209;0.58;41.57
308.4;0.52;20.9
488.37;0.42;14.7
533.26;0.55;27.28
315.24;0.49;27.05
100.43;0.54;48.92
1565.51;0.71;17.4
240.33;0.54;31.15
156.15;0.66;47.85
236.46;0.6;28.42
116.03;0.56;45.29
321.76;0.45;24.42
247.95;0.57;34.42
188.57;0.61;50.16
329.94;0.57;25.3
364.15;0.48;33.79
607.21;0.6;17.9
290.05;0.5;36.66
76.12;0.54;48.99
139.03;0.55;59.02
142.69;0.49;48.25
289.9;0.5;25.07
119.58;0.47;49.82
313.47;0.54;31.15
127.95;0.48;58.42
180.98;0.41;35.04
134.08;0.5;38.33
170.51;0.47;36.5
132.28;0.52;42.52
160.84;0.59;41.14
124.5;0.51;50.07
184.51;0.59;45.39
279.01;0.58;27
123.26;0.47;47.59
466.37;0.43;21.91
152.85;0.6;36.18
293.6;0.51;32.78
352.65;0.48;26.18
309.08;0.5;37.04
425.23;0.57;20.4
352.76;0.49;23
270.99;0.53;28.66
241.87;0.44;32.4
335.46;0.48;27.76
930.59;0.48;17
621.02;0.59;21.6
212.98;0.46;37.05
372.15;0.5;19.02
130.14;0.53;51.47
214.11;0.47;35.24
396.61;0.42;21.95
317.75;0.54;30.4
461.56;0.46;29.1
154.02;0.48;43.28
591.54;0.5;17.3
143.5;0.52;68.91
84.23;0.57;29.28
394.58;0.45;27.3
174.4;0.54;45.93
608.84;0.55;13.4
396.71;0.39;13.4
532.31;0.55;15.59
146.3;0.51;34.11
137.95;0.48;32.31
389.3;0.56;34
348.17;0.44;31
148.26;0.58;41.23
587.7;0.4;13
313.18;0.55;30.8
536.24;0.54;26.9
349.78;0.53;26.9
107.94;0.54;52.33
226.14;0.57;37.61
146.02;0.51;73.63
319.84;0.48;26
540.34;0.61;20.8
461.96;0.56;22.38
274.04;0.5;26.9
597.58;0.53;13.8
284.92;0.49;28.89
245.91;0.56;46.7
575.71;0.45;17.7
182.96;0.55;36.75
78.07;0.57;56.56
521.76;0.54;17.6
234.05;0.6;44.05
1029.13;0.52;18.52
650.63;0.58;15.7
528.05;0.52;22.5
372.06;0.48;28.5
433.39;0.47;18.7
477.9;0.54;30.6
347.77;0.6;23
439.87;0.43;20.79
315.85;0.56;28.07
231.82;0.53;55.8
475.86;0.55;17.26
630.13;0.54;17.8
359.83;0.52;31.16
412.23;0.41;21.1
274.05;0.44;27.05
305.81;0.43;28.4
287.76;0.45;26.2
280.53;0.51;33.65
90.43;0.67;47.6
141.44;0.49;36.01
148.7;0.56;42.88
468.08;0.46;20.5
320.63;0.47;20.94
345.54;0.49;25.75
587.14;0.49;22.67
618.15;0.57;13
337.64;0.48;30.99
566.12;0.57;19.8
435.13;0.49;11.7
114.64;0.58;42.48
305.94;0.53;33.72
139.9;0.54;55.99
99.27;0.49;46.29
329.84;0.55;28.81
173.03;0.52;31.09
211.01;0.59;34.55
431.68;0.59;17
438.54;0.49;20.5
180.13;0.54;38.29
337.96;0.5;18.1
406.46;0.51;19.2
237.28;0.58;32.2
183;0.52;37.56
429.04;0.51;23.6
337.7;0.44;19.4
430.9;0.53;24.08
1441.86;0.53;16.88
178.54;0.55;55.86
76.86;0.62;52.87
115.27;0.52;78.55
138.09;0.43;39.41
310.2;0.47;33.66
189.5;0.54;47.88
456.88;0.55;22.1
635.17;0.49;16.3
137.89;0.56;60.74
127.55;0.57;43.52
309.1;0.6;55.42
130.65;0.54;50.07
224.79;0.47;34.04
330.62;0.45;28.6
1011.24;0.54;18
95;0.59;51.47
353.47;0.47;20.2
496.09;0.59;17.7
134.8;0.6;36.46
347.15;0.52;31.69
127.31;0.46;50.16
182.99;0.46;29.38
1639.93;0.5;11.4
189.93;0.5;65.9
390.19;0.43;28.01
844.03;0.57;19.4
898.67;0.5;17.7
287.22;0.46;24.2
261.6;0.52;32.26
163.73;0.57;44.73
169.1;0.45;50.36
338.29;0.54;27.36
224.71;0.57;34.99
119.21;0.53;53.3
187.61;0.55;36
221.03;0.46;25.52
178.55;0.55;63.11
313.9;0.53;26.85
337.02;0.59;23.64
604;0.44;14.2
213.83;0.6;30.8
154.54;0.46;52.88
624.61;0.6;22.7
157.68;0.42;50.99
203.42;0.5;34.08
263.7;0.48;29.15
223.36;0.57;48.62
141.81;0.52;41.85
217.18;0.56;35.41
415.77;0.62;25.75
193.74;0.5;37.22
163.27;0.52;39.73
237.6;0.64;50.49
423.85;0.62;29.48
192.97;0.44;35.04
418.24;0.54;20.29
84.62;0.54;53.45
353.5;0.56;19.7
340.03;0.47;27
307.5;0.49;20.29
330.51;0.42;31.16
476.8;0.55;19.4
460.27;0.56;18.05
185.64;0.54;52.12
248.79;0.57;37.84
280.72;0.48;31.15
450.63;0.56;28.36
100.67;0.57;52.12
174.86;0.47;40.16
248.22;0.55;38.08
106.14;0.54;54.36
664.41;0.49;20.4
175.22;0.55;31.13
136.99;0.47;47.4
164.9;0.48;46.59
378.25;0.47;22.7
218.35;0.51;65.05
237.56;0.77;34.2
475.1;0.55;22.34
839.53;0.67;21.55
509.43;0.6;18.4
190.32;0.55;39.52
267.87;0.53;28.13
224.41;0.48;30.57
348.54;0.54;25.24
354.44;0.52;26.71
162.82;0.51;50.06
234.24;0.44;35.26
128.97;0.46;50.16
369.58;0.45;29.84
142.64;0.5;36.74
260.21;0.53;37.12
227.45;0.47;33.65
471.74;0.56;22.61
221.05;0.57;47.81
539;0.47;19.36
535.38;0.57;21.59
291.14;0.54;28.59
607.2;0.55;22.3
465.62;0.51;19.57
151.12;0.63;50.93
586.58;0.43;20.3
258.85;0.55;31.64
353.21;0.5;19.94
802.79;0.51;14.6
120.82;0.52;62.03
152.09;0.54;52.36
214.78;0.48;31.93
457.89;0.53;26.5
419.3;0.46;20.74
555.53;0.49;24.7
155.47;0.51;38.22
168.59;0.48;38.39
485.77;0.47;22.9
104.46;0.54;50.16
112.78;0.51;31.6
370.63;0.49;20.2
124.49;0.57;49.93
559.18;0.47;22.3
546.07;0.54;16.43
